StorageType,FacilityName,City,SkuCode,SkuDescription,L1,L2,ShelfLifeDays,BusinessCategory,DaysOnHand,PotentialGmvLoss,OpenPos,OpenPoQuantity,WarehouseQtyAvailable
Ambient,KOLKATA ECOM,KOLKATA,292876,Chuk 3 Compartments Snack Tray Kanjak Plate Thali 10.0 Pieces,Home and Kitchen Needs,Paper Disposable,2000,Non Food,0,1286.25,[],0,0
Ambient,VIZ IM1,VIZAG,292876,Chuk 3 Compartments Snack Tray Kanjak Plate Thali 10.0 Pieces,Home and Kitchen Needs,Paper Disposable,2000,Non Food,0,1365,[],0,0
Ambient,KOC IM1,KOCHI,57850,Chuk Party Caddy 1.0 Pack,Home and Kitchen Needs,Paper Disposable,1095,Non Food,0,3143.56,[],0,4
Ambient,LKO IM1,LUCKNOW,57850,Chuk Party Caddy 1.0 Pack,Home and Kitchen Needs,Paper Disposable,1095,Non Food,0,831.67,[],0,1
Ambient,HYD IM2,HYDERABAD,63565,Chuk 3 Partition Plates Kanjak Plate Thali 15.0 Pieces,Home and Kitchen Needs,Paper Disposable,1095,Non Food,4,5106.78,"[CHCPO366456"",""CHCPO369029]",64,19
Ambient,HYD IM1,HYDERABAD,63565,Chuk 3 Partition Plates Kanjak Plate Thali 15.0 Pieces,Home and Kitchen Needs,Paper Disposable,1095,Non Food,3,2672.46,"[CHMPO316011"",""CHMPO316671]",64,8
Ambient,MUM FC22,MUMBAI,63565,Chuk 3 Partition Plates Kanjak Plate Thali 15.0 Pieces,Home and Kitchen Needs,Paper Disposable,1095,Non Food,0,12528.81,[CMFPO344461],256,0
Ambient,HYD IM4,HYDERABAD,63565,Chuk 3 Partition Plates Kanjak Plate Thali 15.0 Pieces,Home and Kitchen Needs,Paper Disposable,1095,Non Food,4,9353.61,"[CMMPO14118"",""CMMPO13936"",""CMMPO13839"",""CMMPO14402"",""CMMPO13717]",256,32
Ambient,PUN DELHIVERY,PUNE,63565,Chuk 3 Partition Plates Kanjak Plate Thali 15.0 Pieces,Home and Kitchen Needs,Paper Disposable,1095,Non Food,0,15690.78,"[CPDPO293214"",""CPDPO290836]",320,1
Ambient,GAU IM1,GUWAHATI,63565,Chuk 3 Partition Plates Kanjak Plate Thali 15.0 Pieces,Home and Kitchen Needs,Paper Disposable,1095,Non Food,0,727.65,[],0,0
Ambient,CBE ECOM,COIMBATORE,63565,Chuk 3 Partition Plates Kanjak Plate Thali 15.0 Pieces,Home and Kitchen Needs,Paper Disposable,1095,Non Food,0,6112.26,[],0,0
Ambient,KOC IM1,KOCHI,63565,Chuk 3 Partition Plates Kanjak Plate Thali 15.0 Pieces,Home and Kitchen Needs,Paper Disposable,1095,Non Food,0,2566.62,[],0,1
Ambient,KOLKATA ECOM,KOLKATA,63565,Chuk 3 Partition Plates Kanjak Plate Thali 15.0 Pieces,Home and Kitchen Needs,Paper Disposable,1095,Non Food,0,12727.26,[],0,1
Ambient,BLR IM1,BANGALORE,63565,Chuk 3 Partition Plates Kanjak Plate Thali 15.0 Pieces,Home and Kitchen Needs,Paper Disposable,1095,Non Food,0,8295.21,"[MBIPO409099"",""MBIPO412448"",""MBIPO413891"",""MBIPO411936]",256,1
Ambient,AHM DELHIVERY,AHMEDABAD,68254,Chuk 7 Inch Plate Without Lid 25.0 Pieces,Home and Kitchen Needs,Paper Disposable,2000,Non Food,0,2200.73,[],0,2
Ambient,HYD IM2,HYDERABAD,68254,Chuk 7 Inch Plate Without Lid 25.0 Pieces,Home and Kitchen Needs,Paper Disposable,2000,Non Food,1,2962.12,"[CHCPO367263"",""CHCPO370500]",80,3
Ambient,MUM IM3,MUMBAI,68254,Chuk 7 Inch Plate Without Lid 25.0 Pieces,Home and Kitchen Needs,Paper Disposable,2000,Non Food,0,5288.01,"[CI3PO79275"",""CI3PO77345]",120,1
Ambient,MUM IM1,MUMBAI,68254,Chuk 7 Inch Plate Without Lid 25.0 Pieces,Home and Kitchen Needs,Paper Disposable,2000,Non Food,2,4808.23,[CIMPO117779],80,12
Ambient,MUM FC22,MUMBAI,68254,Chuk 7 Inch Plate Without Lid 25.0 Pieces,Home and Kitchen Needs,Paper Disposable,2000,Non Food,0,5340.16,"[CMFPO344461"",""CMFPO342433]",120,2
Ambient,GOA IM1,CENTRAL GOA,68254,Chuk 7 Inch Plate Without Lid 25.0 Pieces,Home and Kitchen Needs,Paper Disposable,2000,Non Food,0,1335.04,[],0,1
Ambient,CBE ECOM,COIMBATORE,68254,Chuk 7 Inch Plate Without Lid 25.0 Pieces,Home and Kitchen Needs,Paper Disposable,2000,Non Food,0,7958.09,[],0,0
Ambient,KOC IM1,KOCHI,68254,Chuk 7 Inch Plate Without Lid 25.0 Pieces,Home and Kitchen Needs,Paper Disposable,2000,Non Food,0,1616.65,[],0,0
Ambient,KOLKATA ECOM,KOLKATA,68254,Chuk 7 Inch Plate Without Lid 25.0 Pieces,Home and Kitchen Needs,Paper Disposable,2000,Non Food,2,2586.64,[],0,7
Ambient,BLR IM1,BANGALORE,68254,Chuk 7 Inch Plate Without Lid 25.0 Pieces,Home and Kitchen Needs,Paper Disposable,2000,Non Food,0,3671.36,"[MBIPO410364"",""MBIPO413891"",""MBIPO411936"",""MBIPO412448]",160,0
Ambient,AHM DELHIVERY,AHMEDABAD,78553,Chuk Spoon Caddy 32.0 Pieces,Home and Kitchen Needs,Paper Disposable,2000,Non Food,0,6285.51,[],0,1
Ambient,MUM IM3,MUMBAI,78553,Chuk Spoon Caddy 32.0 Pieces,Home and Kitchen Needs,Paper Disposable,2000,Non Food,0,7089.39,"[CI3PO77345"",""CI3PO79275]",180,4
Ambient,MUM FC22,MUMBAI,78553,Chuk Spoon Caddy 32.0 Pieces,Home and Kitchen Needs,Paper Disposable,2000,Non Food,1,5620.23,"[CMFPO342433"",""CMFPO344461]",300,16
Ambient,HYD IM4,HYDERABAD,78553,Chuk Spoon Caddy 32.0 Pieces,Home and Kitchen Needs,Paper Disposable,2000,Non Food,0,2869.02,[],0,0
Ambient,PUN DELHIVERY,PUNE,78553,Chuk Spoon Caddy 32.0 Pieces,Home and Kitchen Needs,Paper Disposable,2000,Non Food,0,6555.78,"[CPDPO293214"",""CPDPO290836]",240,8
Ambient,DLHY GGNFC5,GURGAON,78553,Chuk Spoon Caddy 32.0 Pieces,Home and Kitchen Needs,Paper Disposable,2000,Non Food,0,1302.84,[],0,0
Ambient,KOC IM1,KOCHI,78553,Chuk Spoon Caddy 32.0 Pieces,Home and Kitchen Needs,Paper Disposable,2000,Non Food,0,5308.38,"[KOCPO126460"",""KOCPO127958]",240,0
Ambient,KOLKATA ECOM,KOLKATA,78553,Chuk Spoon Caddy 32.0 Pieces,Home and Kitchen Needs,Paper Disposable,2000,Non Food,0,887.04,[],0,0
Ambient,BLR IM4,BANGALORE,78553,Chuk Spoon Caddy 32.0 Pieces,Home and Kitchen Needs,Paper Disposable,2000,Non Food,5,4407.48,"[MBEPO40103"",""MBEPO40463]",120,33
Ambient,BLR IM1,BANGALORE,78553,Chuk Spoon Caddy 32.0 Pieces,Home and Kitchen Needs,Paper Disposable,2000,Non Food,0,4670.82,"[MBIPO411936"",""MBIPO409537"",""MBIPO412448]",240,1
Ambient,NAG IM1,NAGPUR,78553,Chuk Spoon Caddy 32.0 Pieces,Home and Kitchen Needs,Paper Disposable,2000,Non Food,0,1704.78,[],0,0
Ambient,CHD ECOM,CHANDIGARH,78553,Chuk Spoon Caddy 32.0 Pieces,Home and Kitchen Needs,Paper Disposable,2000,Non Food,0,2300.76,[PCHPO219267],180,0
Ambient,VIZ IM1,VIZAG,78553,Chuk Spoon Caddy 32.0 Pieces,Home and Kitchen Needs,Paper Disposable,2000,Non Food,0,3617.46,[VIAPO82820],120,0
Ambient,MUM FC22,MUMBAI,792937,Chuk 150 Ml Bowl 25.0 Pieces,Home and Kitchen Needs,Paper Disposable,1095,Non Food,0,4548.6,"[CMFPO344461"",""CMFPO342433]",160,2
Ambient,HYD IM4,HYDERABAD,792937,Chuk 150 Ml Bowl 25.0 Pieces,Home and Kitchen Needs,Paper Disposable,1095,Non Food,0,7301.7,"[CMMPO13936"",""CMMPO13717"",""CMMPO13839]",600,0
Ambient,PUN DELHIVERY,PUNE,792937,Chuk 150 Ml Bowl 25.0 Pieces,Home and Kitchen Needs,Paper Disposable,1095,Non Food,0,5286.75,"[CPDPO293214"",""CPDPO290836]",200,0
Ambient,NOI IM1,NOIDA,792937,Chuk 150 Ml Bowl 25.0 Pieces,Home and Kitchen Needs,Paper Disposable,1095,Non Food,1,3364.9,[ETPPO82325],120,9
Ambient,JAI IM1,JAIPUR,792937,Chuk 150 Ml Bowl 25.0 Pieces,Home and Kitchen Needs,Paper Disposable,1095,Non Food,0,1103.9,[],0,1
Ambient,KOLKATA ECOM,KOLKATA,792937,Chuk 150 Ml Bowl 25.0 Pieces,Home and Kitchen Needs,Paper Disposable,1095,Non Food,0,2480.45,[],0,3
Ambient,BLR IM4,BANGALORE,792937,Chuk 150 Ml Bowl 25.0 Pieces,Home and Kitchen Needs,Paper Disposable,1095,Non Food,4,3531.15,"[MBEPO40463"",""MBEPO40103]",80,25
Ambient,BLR IM1,BANGALORE,792937,Chuk 150 Ml Bowl 25.0 Pieces,Home and Kitchen Needs,Paper Disposable,1095,Non Food,0,5519.5,"[MBIPO406375"",""MBIPO409099"",""MBIPO410364"",""MBIPO408445]",400,0
